Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1,CommandPos-2,FeedbackPos-2
6438.00,8.144055465,8.000000000,-8.143117587,-8.000000000,1.832950959,2.000000000
6439.00,8.602814884,8.000000000,-8.601768374,-8.000000000,1.936195882,2.000000000
6440.00,9.074146153,9.000000000,-9.072981837,-9.000000000,2.042269433,2.000000000
6441.00,9.558049523,9.000000000,-9.556757724,-9.000000000,2.151171612,2.000000000
6442.00,10.054525251,10.000000000,-10.053095777,-10.000000000,2.262902419,2.000000000
6443.00,10.563573604,10.000000000,-10.561995732,-10.000000000,2.377461854,2.000000000
6444.00,11.085194851,11.000000000,-11.083457316,-11.000000000,2.494849917,2.000000000
6445.00,11.619389272,11.000000000,-11.617480253,-11.000000000,2.615066608,2.000000000
6446.00,12.166157150,12.000000000,-12.164064256,-12.000000000,2.738111927,3.000000000
6447.00,12.725498777,12.000000000,-12.723209035,-12.000000000,2.863985874,3.000000000
6448.00,13.297414451,13.000000000,-13.294914292,-13.000000000,2.992688449,3.000000000
6449.00,13.881904478,13.000000000,-13.879179720,-13.000000000,3.124219652,3.000000000
6450.00,14.478969167,14.000000000,-14.476005009,-14.000000000,3.258579483,3.000000000
6451.00,15.088608838,14.000000000,-15.085389840,-14.000000000,3.395767943,3.000000000
6452.00,15.710823816,15.000000000,-15.707333888,-15.000000000,3.535785030,3.000000000
6453.00,16.345614432,16.000000000,-16.341836822,-16.000000000,3.678630745,4.000000000
6454.00,16.992981024,16.000000000,-16.988898302,-16.000000000,3.824305088,4.000000000
6455.00,17.652923937,17.000000000,-17.648517984,-17.000000000,3.972808059,4.000000000
6456.00,18.325443523,18.000000000,-18.320695515,-18.000000000,4.124139659,4.000000000
6457.00,19.010540140,18.000000000,-19.005430537,-18.000000000,4.278299886,4.000000000
6458.00,19.708214154,19.000000000,-19.702722685,-19.000000000,4.435288741,4.000000000
6459.00,20.418465935,20.000000000,-20.412571586,-20.000000000,4.595106225,4.000000000
6460.00,21.141295863,20.000000000,-21.134976862,-20.000000000,4.757752336,5.000000000
6461.00,21.876704322,21.000000000,-21.869938128,-21.000000000,4.923227075,5.000000000
6462.00,22.624691705,22.000000000,-22.617454990,-22.000000000,5.091530443,5.000000000
6463.00,23.385258409,23.000000000,-23.377527051,-23.000000000,5.262662438,5.000000000
6464.00,24.158404840,23.000000000,-24.150153905,-23.000000000,5.436623062,5.000000000
6465.00,24.944131410,24.000000000,-24.935335138,-24.000000000,5.613412313,5.000000000
6466.00,25.742438537,25.000000000,-25.733070333,-25.000000000,5.793030193,6.000000000
6467.00,26.553326646,26.000000000,-26.543359064,-26.000000000,5.975476700,6.000000000
6468.00,27.376796170,27.000000000,-27.366200897,-27.000000000,6.160751836,6.000000000
6469.00,28.212847548,27.000000000,-28.201595394,-27.000000000,6.348855599,6.000000000
6470.00,29.061481223,28.000000000,-29.049542110,-28.000000000,6.539787991,6.000000000
6471.00,29.922697649,29.000000000,-29.910040591,-29.000000000,6.733549011,7.000000000
6472.00,30.796497284,30.000000000,-30.783090377,-30.000000000,6.930138658,7.000000000
6473.00,31.682880593,31.000000000,-31.668691004,-31.000000000,7.129556934,7.000000000
6474.00,32.581848049,32.000000000,-32.566841999,-32.000000000,7.331803838,7.000000000
6475.00,33.493400130,33.000000000,-33.477542881,-33.000000000,7.536879369,7.000000000
6476.00,34.417537322,33.000000000,-34.400793164,-33.000000000,7.744783529,8.000000000
6477.00,35.354260116,34.000000000,-35.336592357,-34.000000000,7.955516317,8.000000000
6478.00,36.303569012,35.000000000,-36.284939958,-35.000000000,8.169077733,8.000000000
6479.00,37.265464515,36.000000000,-37.245835463,-36.000000000,8.385467776,8.000000000
6480.00,38.239947136,37.000000000,-38.219278357,-37.000000000,8.604686448,8.000000000
6481.00,39.227017396,38.000000000,-39.205268122,-38.000000000,8.826733748,9.000000000
6482.00,40.226675820,39.000000000,-40.203804229,-39.000000000,9.051609676,9.000000000
6483.00,41.238922939,40.000000000,-41.214886148,-40.000000000,9.279314232,9.000000000
6484.00,42.263759292,41.000000000,-42.238513336,-41.000000000,9.509847416,9.000000000
6485.00,43.301185426,42.000000000,-43.274685249,-42.000000000,9.743209228,10.000000000
6486.00,44.351201892,43.000000000,-44.323401332,-43.000000000,9.979399668,10.000000000
6487.00,45.413809250,44.000000000,-45.384661025,-44.000000000,10.218418736,10.000000000
6488.00,46.489008064,45.000000000,-46.458463762,-45.000000000,10.460266432,10.000000000
6489.00,47.576798908,46.000000000,-47.544808968,-46.000000000,10.704942756,10.000000000
6490.00,48.677182360,48.000000000,-48.643696065,-48.000000000,10.952447708,11.000000000
6491.00,49.790159005,49.000000000,-49.755124464,-49.000000000,11.202781288,11.000000000
6492.00,50.915729437,50.000000000,-50.879093573,-50.000000000,11.455943496,11.000000000
6493.00,52.053894254,51.000000000,-52.015602790,-51.000000000,11.711934332,11.000000000
6494.00,53.204654062,52.000000000,-53.164651508,-52.000000000,11.970753797,12.000000000
6495.00,54.368009473,53.000000000,-54.326239114,-53.000000000,12.232401889,12.000000000
6496.00,55.543961106,54.000000000,-55.500364988,-54.000000000,12.496878609,12.000000000
6497.00,56.732509587,56.000000000,-56.687028501,-56.000000000,12.764183957,12.000000000
6498.00,57.933655548,57.000000000,-57.886229020,-57.000000000,13.034317933,13.000000000
6499.00,59.147399628,58.000000000,-59.097965903,-58.000000000,13.307280538,13.000000000
6500.00,60.373742474,59.000000000,-60.322238504,-59.000000000,13.583071770,13.000000000
6501.00,61.612684737,60.000000000,-61.559046169,-60.000000000,13.861691630,14.000000000
6502.00,62.864227076,62.000000000,-62.808388235,-62.000000000,14.143140119,14.000000000
6503.00,64.128370158,63.000000000,-64.070264036,-63.000000000,14.427417235,14.000000000
6504.00,65.405114654,64.000000000,-65.344672897,-64.000000000,14.714522980,14.000000000
6505.00,66.694461244,65.000000000,-66.631614137,-65.000000000,15.004457352,15.000000000
6506.00,67.996410614,67.000000000,-67.931087068,-67.000000000,15.297220353,15.000000000
6507.00,69.310963455,68.000000000,-69.243090996,-68.000000000,15.592811981,15.000000000
6508.00,70.638120468,69.000000000,-70.567625218,-69.000000000,15.891232238,16.000000000
6509.00,71.977882357,71.000000000,-71.904689028,-71.000000000,16.192481122,16.000000000
6510.00,73.330249835,72.000000000,-73.254281710,-72.000000000,16.496558635,16.000000000
6511.00,74.695223621,73.000000000,-74.616402542,-73.000000000,16.803464775,16.000000000
6512.00,76.072804442,75.000000000,-75.991050797,-75.000000000,17.113199544,17.000000000
6513.00,77.462993029,76.000000000,-77.378225739,-76.000000000,17.425762940,17.000000000
6514.00,78.865790121,77.000000000,-78.777926626,-77.000000000,17.741154965,17.000000000
6515.00,80.281196464,79.000000000,-80.190152711,-79.000000000,18.059375618,18.000000000
6516.00,81.709212812,80.000000000,-81.614903237,-80.000000000,18.380424898,18.000000000
6517.00,83.149839922,82.000000000,-83.052177444,-82.000000000,18.704302807,18.000000000
6518.00,84.603078560,83.000000000,-84.501974561,-83.000000000,19.031009344,19.000000000
6519.00,86.068929499,85.000000000,-85.964293814,-85.000000000,19.360544509,19.000000000
6520.00,87.547393518,86.000000000,-87.439134421,-86.000000000,19.692908301,19.000000000
6521.00,89.038471403,88.000000000,-88.926495592,-87.000000000,20.028100722,20.000000000
6522.00,90.542163945,89.000000000,-90.426376532,-89.000000000,20.366121771,20.000000000
6523.00,92.058471945,91.000000000,-91.938776439,-90.000000000,20.706971448,20.000000000
6524.00,93.587396208,92.000000000,-93.463694502,-92.000000000,21.050649753,21.000000000
6525.00,95.128937545,94.000000000,-95.001129907,-93.000000000,21.397156686,21.000000000
6526.00,96.683096777,95.000000000,-96.551081831,-95.000000000,21.746492247,21.000000000
6527.00,98.249874728,97.000000000,-98.113549444,-97.000000000,22.098656436,22.000000000
6528.00,99.829272231,98.000000000,-99.688531911,-98.000000000,22.453649253,22.000000000
6529.00,101.421290126,100.000000000,-101.276028387,-100.000000000,22.811470698,22.000000000
6530.00,103.025929257,101.000000000,-102.876038025,-101.000000000,23.172120771,23.000000000
6531.00,104.643190476,103.000000000,-104.488559966,-103.000000000,23.535599472,23.000000000
6532.00,106.273074644,105.000000000,-106.113593349,-104.000000000,23.901906801,24.000000000
6533.00,107.915582625,106.000000000,-107.751137303,-106.000000000,24.271042758,24.000000000
6534.00,109.570715292,108.000000000,-109.401190951,-108.000000000,24.643007343,24.000000000
6535.00,111.238473523,110.000000000,-111.063753411,-109.000000000,25.017800556,25.000000000
6536.00,112.918858205,111.000000000,-112.738823791,-111.000000000,25.395422397,25.000000000
6537.00,114.611870228,113.000000000,-114.426401196,-113.000000000,25.775872867,25.000000000
6538.00,116.317510493,115.000000000,-116.126484721,-114.000000000,26.159151964,26.000000000
6539.00,118.035779904,116.000000000,-117.839073457,-116.000000000,26.545259689,26.000000000
6540.00,119.766679374,118.000000000,-119.564166485,-118.000000000,26.934196042,27.000000000
6541.00,121.510209821,120.000000000,-121.301762882,-120.000000000,27.325961024,27.000000000
6542.00,123.266372171,122.000000000,-123.051861718,-121.000000000,27.720554633,27.000000000
6543.00,125.035167356,123.000000000,-124.814462055,-123.000000000,28.117976870,28.000000000
6544.00,126.816596314,125.000000000,-126.589562948,-125.000000000,28.518227736,28.000000000
6545.00,128.610659991,127.000000000,-128.377163447,-127.000000000,28.921307229,29.000000000
6546.00,130.417359339,129.000000000,-130.177262594,-128.000000000,29.327215350,29.000000000
6547.00,132.236695317,130.000000000,-131.989859425,-130.000000000,29.735952100,29.000000000
6548.00,134.068668889,132.000000000,-133.814952968,-132.000000000,30.147517477,30.000000000
6549.00,135.913281027,134.000000000,-135.652542245,-134.000000000,30.561911483,30.000000000
6550.00,137.770532711,136.000000000,-137.502626272,-136.000000000,30.979134116,31.000000000
6551.00,139.640424925,138.000000000,-139.365204057,-138.000000000,31.399185378,31.000000000
6552.00,141.522958661,140.000000000,-141.240274602,-139.000000000,31.822065267,31.000000000
6553.00,143.418134917,142.000000000,-143.127836901,-141.000000000,32.247773785,32.000000000
6554.00,145.325954699,143.000000000,-145.027889944,-143.000000000,32.676310930,32.000000000
6555.00,147.246419018,145.000000000,-146.940432710,-145.000000000,33.107676704,33.000000000
6556.00,149.179528893,147.000000000,-148.865464176,-147.000000000,33.541871106,33.000000000
6557.00,151.125285348,149.000000000,-150.802983308,-149.000000000,33.978894135,34.000000000
6558.00,153.083689416,151.000000000,-152.752989068,-151.000000000,34.418745793,34.000000000
6559.00,155.054742133,153.000000000,-154.715480411,-153.000000000,34.861426079,34.000000000
6560.00,157.038444546,155.000000000,-156.690456283,-155.000000000,35.306934993,35.000000000
6561.00,159.034797705,157.000000000,-158.677915625,-157.000000000,35.755272534,35.000000000
6562.00,161.043802669,159.000000000,-160.677857372,-159.000000000,36.206438704,36.000000000
6563.00,163.065460503,161.000000000,-162.690280451,-161.000000000,36.660433502,36.000000000
6564.00,165.099772277,163.000000000,-164.715183782,-163.000000000,37.117256928,37.000000000
6565.00,167.146739070,165.000000000,-166.752566279,-165.000000000,37.576908982,37.000000000
6566.00,169.206361967,167.000000000,-168.802426848,-167.000000000,38.039389664,38.000000000
6567.00,171.278642057,169.000000000,-170.864764391,-169.000000000,38.504698973,38.000000000
6568.00,173.363580441,171.000000000,-172.939577799,-171.000000000,38.972836911,39.000000000
6569.00,175.461178221,173.000000000,-175.026865961,-173.000000000,39.443803477,39.000000000
6570.00,177.571436509,175.000000000,-177.126627755,-175.000000000,39.917598671,39.000000000
6571.00,179.694356423,178.000000000,-179.238862054,-177.000000000,40.394222493,40.000000000
6572.00,181.829939086,180.000000000,-181.363567725,-179.000000000,40.873674943,40.000000000
6573.00,183.978185631,182.000000000,-183.500743627,-181.000000000,41.355956021,41.000000000
6574.00,186.139097193,184.000000000,-185.650388613,-184.000000000,41.841065727,41.000000000
6575.00,188.312674919,186.000000000,-187.812501528,-186.000000000,42.329004062,42.000000000
6576.00,190.498919957,188.000000000,-189.987081212,-188.000000000,42.819771024,42.000000000
6577.00,192.697833466,190.000000000,-192.174126497,-190.000000000,43.313366614,43.000000000
6578.00,194.909416610,193.000000000,-194.373636208,-192.000000000,43.809790832,43.000000000
6579.00,197.133670559,195.000000000,-196.585609164,-194.000000000,44.309043678,44.000000000
6580.00,199.370596491,197.000000000,-198.810044177,-197.000000000,44.811125152,44.000000000
6581.00,201.620195588,199.000000000,-201.046940052,-199.000000000,45.316035255,45.000000000
6582.00,203.882469043,202.000000000,-203.296295588,-201.000000000,45.823773985,45.000000000
6583.00,206.157418051,204.000000000,-205.558109575,-203.000000000,46.334341343,46.000000000
6584.00,208.445043816,206.000000000,-207.832380799,-206.000000000,46.847737330,46.000000000
6585.00,210.745347549,208.000000000,-210.119108037,-208.000000000,47.363961944,47.000000000
6586.00,213.058330466,211.000000000,-212.418290061,-210.000000000,47.883015186,47.000000000
6587.00,215.383993790,213.000000000,-214.729925634,-212.000000000,48.404897057,48.000000000
6588.00,217.722338753,215.000000000,-217.054013515,-215.000000000,48.929607555,48.000000000
6589.00,220.073366590,218.000000000,-219.390552454,-217.000000000,49.457146681,49.000000000
6590.00,222.437078545,220.000000000,-221.739541195,-219.000000000,49.987514436,49.000000000
6591.00,224.813475867,222.000000000,-224.100978475,-222.000000000,50.520710818,50.000000000
6592.00,227.202559812,225.000000000,-226.474863024,-224.000000000,51.056735829,51.000000000
6593.00,229.604331645,227.000000000,-228.861193566,-226.000000000,51.595589467,51.000000000
6594.00,232.018792634,230.000000000,-231.259968818,-229.000000000,52.137271734,52.000000000
6595.00,234.445944056,232.000000000,-233.671187489,-231.000000000,52.681782629,52.000000000
6596.00,236.885787194,234.000000000,-236.094848282,-234.000000000,53.229122151,53.000000000
6597.00,239.338323336,237.000000000,-238.530949894,-236.000000000,53.779290302,53.000000000
6598.00,241.803553778,239.000000000,-240.979491014,-239.000000000,54.332287080,54.000000000
6599.00,244.281479825,242.000000000,-243.440470325,-241.000000000,54.888112487,54.000000000
6600.00,246.772102783,244.000000000,-245.913886503,-243.000000000,55.446766522,55.000000000
6601.00,249.275423970,247.000000000,-248.399738216,-246.000000000,56.008249184,55.000000000
6602.00,251.791444707,249.000000000,-250.898024127,-248.000000000,56.572560475,56.000000000
6603.00,254.320166324,252.000000000,-253.408742891,-251.000000000,57.139700394,57.000000000
6604.00,256.861590155,254.000000000,-255.931893156,-253.000000000,57.709668941,57.000000000
6605.00,259.415717543,257.000000000,-258.467473565,-256.000000000,58.282466116,58.000000000
6606.00,261.982549837,259.000000000,-261.015482752,-258.000000000,58.858091918,58.000000000
6607.00,264.562088391,262.000000000,-263.575919346,-261.000000000,59.436546349,59.000000000
6608.00,267.154334568,265.000000000,-266.148781967,-264.000000000,60.017829408,59.000000000
6609.00,269.759289736,267.000000000,-268.734069230,-266.000000000,60.601941095,60.000000000
6610.00,272.376955269,270.000000000,-271.331779742,-269.000000000,61.188881410,61.000000000
6611.00,275.007332549,272.000000000,-273.941912105,-271.000000000,61.778650353,61.000000000
6612.00,277.650422965,275.000000000,-276.564464912,-274.000000000,62.371247924,62.000000000
6613.00,280.306227911,278.000000000,-279.199436751,-277.000000000,62.966674123,62.000000000
6614.00,282.974748788,280.000000000,-281.846826201,-279.000000000,63.564928950,63.000000000
6615.00,285.655987003,283.000000000,-284.506631837,-282.000000000,64.166012405,64.000000000
6616.00,288.349943972,286.000000000,-287.178852224,-285.000000000,64.769924488,64.000000000
6617.00,291.056621116,288.000000000,-289.863485923,-287.000000000,65.376665199,65.000000000
6618.00,293.776019860,291.000000000,-292.560531486,-290.000000000,65.986234538,65.000000000
6619.00,296.508141641,294.000000000,-295.269987459,-293.000000000,66.598632505,66.000000000
6620.00,299.252987897,297.000000000,-297.991852383,-295.000000000,67.213859101,67.000000000
6621.00,302.010560077,299.000000000,-300.726124789,-298.000000000,67.831914324,67.000000000
6622.00,304.780859635,302.000000000,-303.472803202,-301.000000000,68.452798175,68.000000000
6623.00,307.563888029,305.000000000,-306.231886143,-303.000000000,69.076510654,68.000000000
6624.00,310.359646728,308.000000000,-309.003372121,-306.000000000,69.703051762,69.000000000
6625.00,313.168137204,310.000000000,-311.787259643,-309.000000000,70.332421497,70.000000000
6626.00,315.989360938,313.000000000,-314.583547207,-312.000000000,70.964619860,70.000000000
6627.00,318.823319416,316.000000000,-317.392233304,-315.000000000,71.599646851,71.000000000
6628.00,321.670014131,319.000000000,-320.213316419,-317.000000000,72.237502471,72.000000000
6629.00,324.529446582,322.000000000,-323.046795029,-320.000000000,72.878186718,72.000000000
6630.00,327.401618276,325.000000000,-325.892667605,-323.000000000,73.521699594,73.000000000
6631.00,330.286530726,327.000000000,-328.750932611,-326.000000000,74.168041097,74.000000000
6632.00,333.184185450,330.000000000,-331.621588504,-329.000000000,74.817211228,74.000000000
6633.00,336.094583975,333.000000000,-334.504633734,-332.000000000,75.469209988,75.000000000
6634.00,339.017727832,336.000000000,-337.400066745,-335.000000000,76.124037375,75.000000000
6635.00,341.953618561,339.000000000,-340.307885974,-337.000000000,76.781693391,76.000000000
6636.00,344.902257707,342.000000000,-343.228089849,-340.000000000,77.442178035,77.000000000
6637.00,347.863646822,345.000000000,-346.160676794,-343.000000000,78.105491306,77.000000000
6638.00,350.837787464,348.000000000,-349.105645225,-346.000000000,78.771633206,78.000000000
6639.00,353.824681198,351.000000000,-352.062993550,-349.000000000,79.440603733,79.000000000
6640.00,356.824329597,354.000000000,-355.032720173,-352.000000000,80.112402889,79.000000000
6641.00,359.836734237,357.000000000,-358.014823488,-355.000000000,80.787030673,80.000000000
6642.00,362.861896704,360.000000000,-361.009301883,-358.000000000,81.464487084,81.000000000
6643.00,365.899818589,363.000000000,-364.016153741,-361.000000000,82.144772124,81.000000000
6644.00,368.950501488,366.000000000,-367.035377436,-364.000000000,82.827885792,82.000000000
6645.00,372.013947008,369.000000000,-370.066971336,-367.000000000,83.513828088,83.000000000
6646.00,375.090156757,372.000000000,-373.110933802,-370.000000000,84.202599011,84.000000000
6647.00,378.179132354,375.000000000,-376.167263188,-373.000000000,84.894198563,84.000000000
6648.00,381.280875423,378.000000000,-379.235957842,-376.000000000,85.588626743,85.000000000
6649.00,384.395387592,381.000000000,-382.317016103,-379.000000000,86.285883551,86.000000000
6650.00,387.522670500,384.000000000,-385.410436305,-382.000000000,86.985968987,86.000000000
6651.00,390.662725790,388.000000000,-388.516216775,-385.000000000,87.688883051,87.000000000
6652.00,393.815555111,391.000000000,-391.634355833,-389.000000000,88.394625743,88.000000000
6653.00,396.981160119,394.000000000,-394.764851790,-392.000000000,89.103197062,88.000000000
6654.00,400.159542478,397.000000000,-397.907702954,-395.000000000,89.814597010,89.000000000
6655.00,403.350703857,400.000000000,-401.062907624,-398.000000000,90.528825586,90.000000000
6656.00,406.554645933,403.000000000,-404.230464091,-401.000000000,91.245882790,91.000000000
6657.00,409.771370386,407.000000000,-407.410370640,-404.000000000,91.965768623,91.000000000
6658.00,413.000878906,410.000000000,-410.602625551,-407.000000000,92.688483083,92.000000000
6659.00,416.243173189,413.000000000,-413.807227094,-411.000000000,93.414026171,93.000000000
6660.00,419.498254936,416.000000000,-417.024173535,-414.000000000,94.142397887,93.000000000
6661.00,422.766125856,419.000000000,-420.253463131,-417.000000000,94.873598231,94.000000000
6662.00,426.046787664,423.000000000,-423.495094132,-420.000000000,95.607627203,95.000000000
6663.00,429.340242081,426.000000000,-426.749064783,-423.000000000,96.344484803,96.000000000
6664.00,432.646490835,429.000000000,-430.015373321,-427.000000000,97.084171032,96.000000000
6665.00,435.965535661,433.000000000,-433.294017975,-430.000000000,97.826685888,97.000000000
6666.00,439.297378298,436.000000000,-436.584996970,-433.000000000,98.572029372,98.000000000
6667.00,442.642020496,439.000000000,-439.888308520,-437.000000000,99.320201484,99.000000000
6668.00,445.999464007,443.000000000,-443.203950837,-440.000000000,100.071202225,99.000000000
6669.00,449.369710592,446.000000000,-446.531922121,-443.000000000,100.825031593,100.000000000
6670.00,452.752762018,449.000000000,-449.872220570,-447.000000000,101.581689589,101.000000000
6671.00,456.148620058,453.000000000,-453.224844370,-450.000000000,102.341176214,102.000000000
6672.00,459.557286493,456.000000000,-456.589791705,-453.000000000,103.103491466,102.000000000
6673.00,462.978763107,460.000000000,-459.967060749,-457.000000000,103.868635347,103.000000000
6674.00,466.413051695,463.000000000,-463.356649670,-460.000000000,104.636607855,104.000000000
6675.00,469.860154055,466.000000000,-466.758556628,-463.000000000,105.407408991,105.000000000
6676.00,473.320071993,470.000000000,-470.172779779,-467.000000000,106.181038756,105.000000000
6677.00,476.792807322,473.000000000,-473.599317269,-470.000000000,106.957497148,106.000000000
6678.00,480.278361859,477.000000000,-477.038167238,-474.000000000,107.736784169,107.000000000
6679.00,483.776737431,480.000000000,-480.489327819,-477.000000000,108.518899818,108.000000000
6680.00,487.287935869,484.000000000,-483.952797140,-480.000000000,109.303844094,109.000000000
6681.00,490.811959011,487.000000000,-487.428573320,-484.000000000,110.091616999,109.000000000
6682.00,494.348808702,491.000000000,-490.916654470,-487.000000000,110.882218531,110.000000000
6683.00,497.898486792,494.000000000,-494.417038697,-491.000000000,111.675648692,111.000000000
6684.00,501.460995140,498.000000000,-497.929724099,-494.000000000,112.471907481,112.000000000
6685.00,505.036335609,501.000000000,-501.454708769,-498.000000000,113.270994898,112.000000000
6686.00,508.624510069,505.000000000,-504.991990790,-501.000000000,114.072910942,113.000000000
6687.00,512.225520399,509.000000000,-508.541568242,-505.000000000,114.877655615,114.000000000
6688.00,515.839368480,512.000000000,-512.103439193,-509.000000000,115.685228916,115.000000000
6689.00,519.466056203,516.000000000,-515.677601710,-512.000000000,116.495630845,116.000000000
6690.00,523.105585464,519.000000000,-519.264053848,-516.000000000,117.308861401,116.000000000
6691.00,526.757958166,523.000000000,-522.862793658,-519.000000000,118.124920586,117.000000000
6692.00,530.423176218,527.000000000,-526.473819183,-523.000000000,118.943808399,118.000000000
6693.00,534.101241535,530.000000000,-530.097128459,-526.000000000,119.765524840,119.000000000
6694.00,537.792156040,534.000000000,-533.732719515,-530.000000000,120.590069909,120.000000000
6695.00,541.495921662,538.000000000,-537.380590374,-534.000000000,121.417443606,121.000000000
6696.00,545.212540335,541.000000000,-541.040739051,-537.000000000,122.247645931,121.000000000
6697.00,548.942014000,545.000000000,-544.713163555,-541.000000000,123.080676884,122.000000000
6698.00,552.684344606,549.000000000,-548.397861886,-545.000000000,123.916536465,123.000000000
6699.00,556.439534107,553.000000000,-552.094832040,-548.000000000,124.755224674,124.000000000
6700.00,560.207584463,556.000000000,-555.804072004,-552.000000000,125.596741511,125.000000000
6701.00,563.988497642,560.000000000,-559.525579758,-556.000000000,126.441086976,126.000000000
6702.00,567.782275617,564.000000000,-563.259353277,-560.000000000,127.288261069,126.000000000
6703.00,571.588920369,568.000000000,-567.005390526,-563.000000000,128.138263790,127.000000000
6704.00,575.408433884,572.000000000,-570.763689465,-567.000000000,128.991095140,128.000000000
6705.00,579.240818154,575.000000000,-574.534248048,-571.000000000,129.846755117,129.000000000
6706.00,583.086075179,579.000000000,-578.317064219,-575.000000000,130.705243722,130.000000000
6707.00,586.944206965,583.000000000,-582.112135918,-578.000000000,131.566560955,131.000000000
6708.00,590.815215524,587.000000000,-585.919461077,-582.000000000,132.430706816,132.000000000
6709.00,594.699102875,591.000000000,-589.739037620,-586.000000000,133.297681306,132.000000000
6710.00,598.595871042,595.000000000,-593.570863464,-590.000000000,134.167484423,133.000000000
6711.00,602.505522058,599.000000000,-597.414936522,-594.000000000,135.040116168,134.000000000
6712.00,606.428057959,603.000000000,-601.271254696,-597.000000000,135.915576542,135.000000000
6713.00,610.363480790,606.000000000,-605.139815885,-601.000000000,136.793865543,136.000000000
6714.00,614.311792602,610.000000000,-609.020617976,-605.000000000,137.674983172,137.000000000
6715.00,618.272995452,614.000000000,-612.913658855,-609.000000000,138.558929430,138.000000000
6716.00,622.247091403,618.000000000,-616.818936395,-613.000000000,139.445704315,139.000000000
6717.00,626.234082525,622.000000000,-620.736448468,-617.000000000,140.335307829,139.000000000
6718.00,630.233970895,626.000000000,-624.666192933,-621.000000000,141.227739970,140.000000000
6719.00,634.246758596,630.000000000,-628.608167647,-625.000000000,142.123000740,141.000000000
6720.00,638.272447715,634.000000000,-632.562370457,-629.000000000,143.021090137,142.000000000
6721.00,642.311040350,638.000000000,-636.528799205,-633.000000000,143.922008163,143.000000000
6722.00,646.362538601,642.000000000,-640.507451724,-637.000000000,144.825754817,144.000000000
6723.00,650.426944577,646.000000000,-644.498325841,-641.000000000,145.732330098,145.000000000
6724.00,654.504260393,650.000000000,-648.501419376,-644.000000000,146.641734008,146.000000000
