Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1
3413.00,169.265761562,167.000000000,-84.543384576,-83.000000000
3414.00,171.609014174,169.000000000,-85.712516364,-85.000000000
3415.00,173.968385447,172.000000000,-86.889655695,-86.000000000
3416.00,176.343875667,174.000000000,-88.074802001,-87.000000000
3417.00,178.735485119,176.000000000,-89.267954706,-88.000000000
3418.00,181.143214091,179.000000000,-90.469113234,-89.000000000
3419.00,183.567062872,181.000000000,-91.678277004,-90.000000000
3420.00,186.007031755,184.000000000,-92.895445428,-92.000000000
3421.00,188.463121032,186.000000000,-94.120617919,-93.000000000
3422.00,190.935330999,188.000000000,-95.353793883,-94.000000000
3423.00,193.423661954,191.000000000,-96.594972723,-95.000000000
3424.00,195.928114196,193.000000000,-97.844153837,-97.000000000
3425.00,198.448688026,196.000000000,-99.101336621,-98.000000000
3426.00,200.985383747,198.000000000,-100.366520466,-99.000000000
3427.00,203.538201664,201.000000000,-101.639704759,-100.000000000
3428.00,206.107142085,204.000000000,-102.920888884,-102.000000000
3429.00,208.692205319,206.000000000,-104.210072220,-103.000000000
3430.00,211.293391675,209.000000000,-105.507254142,-104.000000000
3431.00,213.910701468,211.000000000,-106.812434023,-106.000000000
3432.00,216.544135011,214.000000000,-108.125611230,-107.000000000
3433.00,219.193692621,217.000000000,-109.446785126,-108.000000000
3434.00,221.859374618,219.000000000,-110.775955073,-109.000000000
3435.00,224.541181320,222.000000000,-112.113120425,-111.000000000
3436.00,227.239113052,225.000000000,-113.458280536,-112.000000000
3437.00,229.953170137,227.000000000,-114.811434753,-113.000000000
3438.00,232.683352901,230.000000000,-116.172582421,-115.000000000
3439.00,235.429661673,233.000000000,-117.541722881,-116.000000000
3440.00,238.192096782,235.000000000,-118.918855468,-118.000000000
3441.00,240.970658561,238.000000000,-120.303979516,-119.000000000
3442.00,243.765347343,241.000000000,-121.697094353,-120.000000000
3443.00,246.576163465,244.000000000,-123.098199305,-122.000000000
3444.00,249.403107264,247.000000000,-124.507293692,-123.000000000
3445.00,252.246179080,249.000000000,-125.924376831,-125.000000000
3446.00,255.105379254,252.000000000,-127.349448036,-126.000000000
3447.00,257.980708131,255.000000000,-128.782506616,-127.000000000
3448.00,260.872166055,258.000000000,-130.223551876,-129.000000000
3449.00,263.779753374,261.000000000,-131.672583118,-130.000000000
3450.00,266.703470436,264.000000000,-133.129599640,-132.000000000
3451.00,269.643317594,267.000000000,-134.594600734,-133.000000000
3452.00,272.599295201,270.000000000,-136.067585691,-135.000000000
3453.00,275.571403611,273.000000000,-137.548553798,-136.000000000
3454.00,278.559643181,276.000000000,-139.037504335,-138.000000000
3455.00,281.564014271,279.000000000,-140.534436580,-139.000000000
3456.00,284.584517241,282.000000000,-142.039349809,-141.000000000
3457.00,287.621152453,285.000000000,-143.552243292,-142.000000000
3458.00,290.673920273,288.000000000,-145.073116294,-144.000000000
3459.00,293.742821067,291.000000000,-146.601968078,-145.000000000
3460.00,296.827855203,294.000000000,-148.138797904,-147.000000000
3461.00,299.929023052,297.000000000,-149.683605025,-148.000000000
3462.00,303.046324986,300.000000000,-151.236388692,-150.000000000
3463.00,306.179761379,303.000000000,-152.797148153,-151.000000000
3464.00,309.329332608,306.000000000,-154.365882649,-153.000000000
3465.00,312.495039049,309.000000000,-155.942591422,-154.000000000
3466.00,315.676881085,312.000000000,-157.527273704,-156.000000000
3467.00,318.874859095,316.000000000,-159.119928729,-158.000000000
3468.00,322.088973464,319.000000000,-160.720555722,-159.000000000
3469.00,325.319224578,322.000000000,-162.329153909,-161.000000000
3470.00,328.565612824,325.000000000,-163.945722507,-162.000000000
3471.00,331.828138591,329.000000000,-165.570260734,-164.000000000
3472.00,335.106802272,332.000000000,-167.202767800,-166.000000000
3473.00,338.401604259,335.000000000,-168.843242913,-167.000000000
3474.00,341.712544947,338.000000000,-170.491685278,-169.000000000
3475.00,345.039624734,342.000000000,-172.148094095,-170.000000000
3476.00,348.382844020,345.000000000,-173.812468559,-172.000000000
3477.00,351.742203204,348.000000000,-175.484807863,-174.000000000
3478.00,355.117702689,352.000000000,-177.165111196,-175.000000000
3479.00,358.509342881,355.000000000,-178.853377741,-177.000000000
3480.00,361.917124186,359.000000000,-180.549606680,-179.000000000
3481.00,365.341047013,362.000000000,-182.253797188,-181.000000000
3482.00,368.781111772,365.000000000,-183.965948439,-182.000000000
3483.00,372.237318875,369.000000000,-185.686059602,-184.000000000
3484.00,375.709668738,372.000000000,-187.414129841,-186.000000000
3485.00,379.198161776,376.000000000,-189.150158317,-187.000000000
3486.00,382.702798407,379.000000000,-190.894144188,-189.000000000
3487.00,386.223579052,383.000000000,-192.646086607,-191.000000000
3488.00,389.760504131,386.000000000,-194.405984722,-193.000000000
3489.00,393.313574071,390.000000000,-196.173837680,-194.000000000
3490.00,396.882789294,393.000000000,-197.949644622,-196.000000000
3491.00,400.468150231,397.000000000,-199.733404685,-198.000000000
3492.00,404.069657310,400.000000000,-201.525117003,-200.000000000
3493.00,407.687310963,404.000000000,-203.324780706,-202.000000000
3494.00,411.321111622,408.000000000,-205.132394920,-203.000000000
3495.00,414.971059724,411.000000000,-206.947958767,-205.000000000
3496.00,418.637155706,415.000000000,-208.771471364,-207.000000000
3497.00,422.319400006,419.000000000,-210.602931827,-209.000000000
3498.00,426.017793065,422.000000000,-212.442339264,-211.000000000
3499.00,429.732335328,426.000000000,-214.289692783,-212.000000000
3500.00,433.463027237,430.000000000,-216.144991485,-214.000000000
3501.00,437.209869241,433.000000000,-218.008234470,-216.000000000
3502.00,440.972861787,437.000000000,-219.879420832,-218.000000000
3503.00,444.752005327,441.000000000,-221.758549662,-220.000000000
3504.00,448.547300311,445.000000000,-223.645620046,-222.000000000
3505.00,452.358747196,449.000000000,-225.540631067,-224.000000000
3506.00,456.186346437,452.000000000,-227.443581805,-226.000000000
3507.00,460.030098492,456.000000000,-229.354471334,-227.000000000
3508.00,463.890003821,460.000000000,-231.273298725,-229.000000000
3509.00,467.766062887,464.000000000,-233.200063046,-231.000000000
3510.00,471.658276152,468.000000000,-235.134763360,-233.000000000
3511.00,475.566644083,472.000000000,-237.077398726,-235.000000000
3512.00,479.491167146,476.000000000,-239.027968201,-237.000000000
3513.00,483.431845813,479.000000000,-240.986470835,-239.000000000
3514.00,487.388680554,483.000000000,-242.952905676,-241.000000000
3515.00,491.361671842,487.000000000,-244.927271768,-243.000000000
3516.00,495.350820152,491.000000000,-246.909568151,-245.000000000
3517.00,499.356125962,495.000000000,-248.899793861,-247.000000000
3518.00,503.377589751,499.000000000,-250.897947930,-249.000000000
3519.00,507.415211999,503.000000000,-252.904029386,-251.000000000
3520.00,511.468993190,507.000000000,-254.918037253,-253.000000000
3521.00,515.538933807,511.000000000,-256.939970552,-255.000000000
3522.00,519.625034338,516.000000000,-258.969828298,-257.000000000
3523.00,523.727295271,520.000000000,-261.007609505,-259.000000000
3524.00,527.845717096,524.000000000,-263.053313181,-261.000000000
3525.00,531.980300305,528.000000000,-265.106938331,-263.000000000
3526.00,536.131045393,532.000000000,-267.168483955,-265.000000000
3527.00,540.297952856,536.000000000,-269.237949050,-267.000000000
3528.00,544.481023191,540.000000000,-271.315332610,-269.000000000
3529.00,548.680256899,544.000000000,-273.400633622,-271.000000000
3530.00,552.895654480,549.000000000,-275.493851073,-273.000000000
3531.00,557.127216439,553.000000000,-277.594983944,-275.000000000
3532.00,561.374943282,557.000000000,-279.704031211,-278.000000000
3533.00,565.638835514,561.000000000,-281.820991848,-280.000000000
3534.00,569.918893647,566.000000000,-283.945864825,-282.000000000
3535.00,574.215118190,570.000000000,-286.078649106,-284.000000000
3536.00,578.527509657,574.000000000,-288.219343655,-286.000000000
3537.00,582.856068562,579.000000000,-290.367947427,-288.000000000
3538.00,587.200795424,583.000000000,-292.524459378,-290.000000000
3539.00,591.561690759,587.000000000,-294.688878457,-293.000000000
3540.00,595.938755090,592.000000000,-296.861203610,-295.000000000
3541.00,600.331988937,596.000000000,-299.041433778,-297.000000000
3542.00,604.741392827,600.000000000,-301.229567901,-299.000000000
3543.00,609.166967284,605.000000000,-303.425604912,-301.000000000
3544.00,613.608712837,609.000000000,-305.629543742,-303.000000000
3545.00,618.066630016,614.000000000,-307.841383317,-306.000000000
3546.00,622.540719353,618.000000000,-310.061122559,-308.000000000
3547.00,627.030981381,623.000000000,-312.288760387,-310.000000000
3548.00,631.537416637,627.000000000,-314.524295716,-312.000000000
3549.00,636.060025658,632.000000000,-316.767727455,-315.000000000
3550.00,640.598808983,636.000000000,-319.019054513,-317.000000000
3551.00,645.153767153,641.000000000,-321.278275792,-319.000000000
3552.00,649.724900712,645.000000000,-323.545390191,-321.000000000
3553.00,654.312210205,650.000000000,-325.820396604,-324.000000000
3554.00,658.915696178,654.000000000,-328.103293924,-326.000000000
3555.00,663.535359181,659.000000000,-330.394081037,-328.000000000
3556.00,668.171199765,664.000000000,-332.692756826,-330.000000000
3557.00,672.823218481,668.000000000,-334.999320171,-333.000000000
3558.00,677.491415884,673.000000000,-337.313769947,-335.000000000
3559.00,682.175792531,677.000000000,-339.636105026,-337.000000000
3560.00,686.876348979,682.000000000,-341.966324275,-340.000000000
3561.00,691.593085790,687.000000000,-344.304426559,-342.000000000
3562.00,696.326003524,692.000000000,-346.650410736,-344.000000000
3563.00,701.075102747,696.000000000,-349.004275663,-347.000000000
3564.00,705.840384022,701.000000000,-351.366020191,-349.000000000
3565.00,710.621847919,706.000000000,-353.735643169,-351.000000000
3566.00,715.419495006,711.000000000,-356.113143441,-354.000000000
3567.00,720.233325854,715.000000000,-358.498519846,-356.000000000
3568.00,725.063341038,720.000000000,-360.891771221,-358.000000000
3569.00,729.909541132,725.000000000,-363.292896399,-361.000000000
3570.00,734.771926713,730.000000000,-365.701894207,-363.000000000
3571.00,739.650498360,735.000000000,-368.118763471,-366.000000000
3572.00,744.545256654,740.000000000,-370.543503010,-368.000000000
3573.00,749.456202177,745.000000000,-372.976111641,-371.000000000
3574.00,754.383335513,749.000000000,-375.416588178,-373.000000000
3575.00,759.326657250,754.000000000,-377.864931428,-375.000000000
3576.00,764.286167974,759.000000000,-380.321140197,-378.000000000
3577.00,769.261868277,764.000000000,-382.785213285,-380.000000000
3578.00,774.253758750,769.000000000,-385.257149490,-383.000000000
3579.00,779.261839988,774.000000000,-387.736947604,-385.000000000
3580.00,784.286112584,779.000000000,-390.224606417,-388.000000000
3581.00,789.326577138,784.000000000,-392.720124715,-390.000000000
3582.00,794.383234249,789.000000000,-395.223501277,-393.000000000
3583.00,799.456084517,794.000000000,-397.734734882,-395.000000000
3584.00,804.545128546,799.000000000,-400.253824304,-398.000000000
3585.00,809.650366941,805.000000000,-402.780768311,-400.000000000
3586.00,814.771800310,810.000000000,-405.315565669,-403.000000000
3587.00,819.909429259,815.000000000,-407.858215140,-405.000000000
3588.00,825.063254401,820.000000000,-410.408715482,-408.000000000
3589.00,830.233276348,825.000000000,-412.967065448,-410.000000000
3590.00,835.419495713,830.000000000,-415.533263789,-413.000000000
3591.00,840.621913114,835.000000000,-418.107309250,-416.000000000
3592.00,845.840529168,841.000000000,-420.689200573,-418.000000000
3593.00,851.075344495,846.000000000,-423.278936497,-421.000000000
3594.00,856.326359716,851.000000000,-425.876515756,-423.000000000
3595.00,861.593575457,856.000000000,-428.481937079,-426.000000000
3596.00,866.876992341,862.000000000,-431.095199194,-428.000000000
3597.00,872.176610997,867.000000000,-433.716300823,-431.000000000
3598.00,877.492432053,872.000000000,-436.345240683,-434.000000000
3599.00,882.824456141,877.000000000,-438.982017490,-436.000000000
3600.00,888.172683893,883.000000000,-441.626629955,-439.000000000
3601.00,893.537115945,888.000000000,-444.279076784,-442.000000000
3602.00,898.917752933,894.000000000,-446.939356679,-444.000000000
3603.00,904.314595495,899.000000000,-449.607468340,-447.000000000
3604.00,909.727644273,904.000000000,-452.283410461,-450.000000000
3605.00,915.156899907,910.000000000,-454.967181734,-452.000000000
3606.00,920.602363042,915.000000000,-457.658780845,-455.000000000
3607.00,926.064034325,921.000000000,-460.358206477,-458.000000000
3608.00,931.541914402,926.000000000,-463.065457311,-460.000000000
3609.00,937.036003923,932.000000000,-465.780532020,-463.000000000
3610.00,942.546303541,937.000000000,-468.503429277,-466.000000000
3611.00,948.072813908,943.000000000,-471.234147748,-469.000000000
3612.00,953.615535679,948.000000000,-473.972686097,-471.000000000
3613.00,959.174469512,954.000000000,-476.719042984,-474.000000000
3614.00,964.749616065,959.000000000,-479.473217064,-477.000000000
3615.00,970.340976000,965.000000000,-482.235206988,-479.000000000
3616.00,975.948549978,970.000000000,-485.005011406,-482.000000000
3617.00,981.572338664,976.000000000,-487.782628959,-485.000000000
3618.00,987.212342725,982.000000000,-490.568058289,-488.000000000
3619.00,992.868562828,987.000000000,-493.361298030,-491.000000000
3620.00,998.540999643,993.000000000,-496.162346816,-493.000000000
3621.00,1004.229653844,999.000000000,-498.971203273,-496.000000000
3622.00,1009.934526102,1004.000000000,-501.787866027,-499.000000000
3623.00,1015.655617093,1010.000000000,-504.612333697,-502.000000000
3624.00,1021.392927496,1016.000000000,-507.444604899,-505.000000000
3625.00,1027.146457988,1021.000000000,-510.284678247,-507.000000000
3626.00,1032.916209253,1027.000000000,-513.132552347,-510.000000000
3627.00,1038.702181970,1033.000000000,-515.988225805,-513.000000000
3628.00,1044.504376827,1039.000000000,-518.851697221,-516.000000000
3629.00,1050.322794509,1045.000000000,-521.722965192,-519.000000000
3630.00,1056.157435706,1050.000000000,-524.602028310,-522.000000000
3631.00,1062.008301106,1056.000000000,-527.488885164,-525.000000000
3632.00,1067.875391402,1062.000000000,-530.383534338,-527.000000000
3633.00,1073.758707289,1068.000000000,-533.285974414,-530.000000000
3634.00,1079.658249461,1074.000000000,-536.196203969,-533.000000000
3635.00,1085.574018617,1080.000000000,-539.114221574,-536.000000000
3636.00,1091.506015456,1086.000000000,-542.040025800,-539.000000000
3637.00,1097.454240680,1092.000000000,-544.973615211,-542.000000000
3638.00,1103.418694991,1097.000000000,-547.914988368,-545.000000000
3639.00,1109.399379094,1103.000000000,-550.864143829,-548.000000000
3640.00,1115.396293697,1109.000000000,-553.821080146,-551.000000000
3641.00,1121.409439507,1115.000000000,-556.785795870,-554.000000000
3642.00,1127.438817236,1121.000000000,-559.758289545,-557.000000000
3643.00,1133.484427596,1127.000000000,-562.738559713,-560.000000000
3644.00,1139.546271301,1133.000000000,-565.726604910,-563.000000000
3645.00,1145.624349066,1140.000000000,-568.722423672,-566.000000000
3646.00,1151.718661610,1146.000000000,-571.726014527,-569.000000000
3647.00,1157.829209652,1152.000000000,-574.737376001,-572.000000000
3648.00,1163.955993915,1158.000000000,-577.756506616,-575.000000000
3649.00,1170.099015120,1164.000000000,-580.783404889,-578.000000000
3650.00,1176.258273993,1170.000000000,-583.818069334,-581.000000000
3651.00,1182.433771262,1176.000000000,-586.860498461,-584.000000000
3652.00,1188.625507655,1182.000000000,-589.910690776,-587.000000000
3653.00,1194.833483903,1189.000000000,-592.968644781,-590.000000000
3654.00,1201.057700737,1195.000000000,-596.034358975,-593.000000000
3655.00,1207.298158893,1201.000000000,-599.107831850,-596.000000000
3656.00,1213.554859107,1207.000000000,-602.189061897,-599.000000000
3657.00,1219.827802116,1214.000000000,-605.278047603,-602.000000000
3658.00,1226.116988660,1220.000000000,-608.374787450,-605.000000000
3659.00,1232.422419481,1226.000000000,-611.479279916,-608.000000000
3660.00,1238.744095322,1232.000000000,-614.591523475,-611.000000000
3661.00,1245.082016928,1239.000000000,-617.711516598,-615.000000000
3662.00,1251.436185048,1245.000000000,-620.839257751,-618.000000000
3663.00,1257.806600428,1251.000000000,-623.974745397,-621.000000000
3664.00,1264.193263821,1258.000000000,-627.117977994,-624.000000000
3665.00,1270.596175978,1264.000000000,-630.268953997,-627.000000000
3666.00,1277.015337654,1271.000000000,-633.427671857,-630.000000000
3667.00,1283.450749605,1277.000000000,-636.594130020,-633.000000000
3668.00,1289.902412589,1283.000000000,-639.768326929,-637.000000000
3669.00,1296.370327367,1290.000000000,-642.950261024,-640.000000000
3670.00,1302.854494698,1296.000000000,-646.139930738,-643.000000000
3671.00,1309.354915348,1303.000000000,-649.337334503,-646.000000000
3672.00,1315.871590081,1309.000000000,-652.542470746,-649.000000000
3673.00,1322.404519664,1316.000000000,-655.755337890,-653.000000000
3674.00,1328.953704866,1322.000000000,-658.975934354,-656.000000000
3675.00,1335.519146458,1329.000000000,-662.204258553,-659.000000000
3676.00,1342.100845213,1336.000000000,-665.440308898,-662.000000000
3677.00,1348.698801904,1342.000000000,-668.684083797,-665.000000000
3678.00,1355.313017308,1349.000000000,-671.935581652,-669.000000000
3679.00,1361.943492203,1355.000000000,-675.194800864,-672.000000000
3680.00,1368.590227369,1362.000000000,-678.461739827,-675.000000000
3681.00,1375.253223586,1369.000000000,-681.736396933,-678.000000000
3682.00,1381.932481639,1375.000000000,-685.018770570,-682.000000000
3683.00,1388.628002313,1382.000000000,-688.308859121,-685.000000000
3684.00,1395.339786395,1389.000000000,-691.606660965,-688.000000000
3685.00,1402.067834673,1395.000000000,-694.912174478,-692.000000000
3686.00,1408.812147938,1402.000000000,-698.225398032,-695.000000000
3687.00,1415.572726982,1409.000000000,-701.546329995,-698.000000000
3688.00,1422.349572601,1416.000000000,-704.874968730,-702.000000000
3689.00,1429.142685589,1422.000000000,-708.211312597,-705.000000000
3690.00,1435.952066745,1429.000000000,-711.555359952,-708.000000000
3691.00,1442.777716869,1436.000000000,-714.907109147,-712.000000000
3692.00,1449.619636761,1443.000000000,-718.266558530,-715.000000000
3693.00,1456.477827225,1450.000000000,-721.633706444,-718.000000000
3694.00,1463.352289067,1456.000000000,-725.008551230,-722.000000000
3695.00,1470.243023092,1463.000000000,-728.391091224,-725.000000000
3696.00,1477.150030110,1470.000000000,-731.781324758,-728.000000000
3697.00,1484.073310931,1477.000000000,-735.179250160,-732.000000000
3698.00,1491.012866367,1484.000000000,-738.584865755,-735.000000000
3699.00,1497.968697233,1491.000000000,-741.998169862,-739.000000000
3700.00,1504.940804344,1498.000000000,-745.419160797,-742.000000000
3701.00,1511.929188518,1505.000000000,-748.847836874,-745.000000000
3702.00,1518.933850574,1512.000000000,-752.284196401,-749.000000000
3703.00,1525.954791334,1519.000000000,-755.728237681,-752.000000000
3704.00,1532.992011621,1526.000000000,-759.179959016,-756.000000000
3705.00,1540.045512259,1533.000000000,-762.639358701,-759.000000000
3706.00,1547.115294075,1540.000000000,-766.106435030,-763.000000000
3707.00,1554.201357898,1547.000000000,-769.581186291,-766.000000000
3708.00,1561.303704557,1554.000000000,-773.063610768,-770.000000000
3709.00,1568.422334885,1561.000000000,-776.553706743,-773.000000000
3710.00,1575.557249716,1568.000000000,-780.051472491,-777.000000000
3711.00,1582.708449885,1576.000000000,-783.556906286,-780.000000000
