DataType,MotionScope
Config,1
Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1
194.00,0.000000000,0.000000000,0.000000000,0.000000000
195.00,0.000000000,0.000000000,0.000000000,0.000000000
196.00,0.000000000,0.000000000,0.000000000,0.000000000
197.00,0.000000000,0.000000000,0.000000000,0.000000000
198.00,0.000000000,0.000000000,0.000000000,0.000000000
199.00,0.000000000,0.000000000,0.000000000,0.000000000
200.00,0.000000000,0.000000000,0.000000000,0.000000000
201.00,0.000000000,0.000000000,0.000000000,0.000000000
202.00,0.000000000,0.000000000,0.000000000,0.000000000
203.00,0.000000000,0.000000000,0.000000000,0.000000000
204.00,0.000000000,0.000000000,0.000000000,0.000000000
205.00,0.000000000,0.000000000,0.000000000,0.000000000
206.00,0.000000000,0.000000000,0.000000000,0.000000000
207.00,0.000000000,0.000000000,0.000000000,0.000000000
208.00,0.000000000,0.000000000,0.000000000,0.000000000
209.00,0.000000000,0.000000000,0.000000000,0.000000000
210.00,0.000000000,0.000000000,0.000000000,0.000000000
211.00,0.000000000,0.000000000,0.000000000,0.000000000
212.00,0.000000000,0.000000000,0.000000000,0.000000000
213.00,0.000000000,0.000000000,0.000000000,0.000000000
214.00,0.000000000,0.000000000,0.000000000,0.000000000
215.00,0.000000000,0.000000000,0.000000000,0.000000000
216.00,0.000000000,0.000000000,0.000000000,0.000000000
217.00,0.000000000,0.000000000,0.000000000,0.000000000
218.00,0.000000000,0.000000000,0.000000000,0.000000000
219.00,0.000000000,0.000000000,0.000000000,0.000000000
220.00,0.000000000,0.000000000,0.000000000,0.000000000
221.00,0.000000000,0.000000000,0.000000000,0.000000000
222.00,0.000000000,0.000000000,0.000000000,0.000000000
223.00,0.000000000,0.000000000,0.000000000,0.000000000
224.00,0.000000000,0.000000000,0.000000000,0.000000000
225.00,0.000000000,0.000000000,0.000000000,0.000000000
226.00,0.000000000,0.000000000,0.000000000,0.000000000
227.00,0.000000000,0.000000000,0.000000000,0.000000000
228.00,0.000000000,0.000000000,0.000000000,0.000000000
229.00,0.000000000,0.000000000,0.000000000,0.000000000
230.00,0.000000000,0.000000000,0.000000000,0.000000000
231.00,0.000000000,0.000000000,0.000000000,0.000000000
232.00,0.000000000,0.000000000,0.000000000,0.000000000
233.00,0.000000000,0.000000000,0.000000000,0.000000000
234.00,0.000000000,0.000000000,0.000000000,0.000000000
235.00,0.000000000,0.000000000,0.000000000,0.000000000
236.00,0.000000000,0.000000000,0.000000000,0.000000000
237.00,0.000000000,0.000000000,0.000000000,0.000000000
238.00,0.000000000,0.000000000,0.000000000,0.000000000
239.00,0.000000000,0.000000000,0.000000000,0.000000000
240.00,0.000000000,0.000000000,0.000000000,0.000000000
241.00,0.000000000,0.000000000,0.000000000,0.000000000
242.00,0.000000000,0.000000000,0.000000000,0.000000000
243.00,0.000000000,0.000000000,0.000000000,0.000000000
244.00,0.000000000,0.000000000,0.000000000,0.000000000
245.00,0.000000000,0.000000000,0.000000000,0.000000000
246.00,0.000000000,0.000000000,0.000000000,0.000000000
247.00,0.000000000,0.000000000,0.000000000,0.000000000
248.00,0.000000000,0.000000000,0.000000000,0.000000000
249.00,0.000000000,0.000000000,0.000000000,0.000000000
250.00,0.000000000,0.000000000,0.000000000,0.000000000
251.00,0.000000000,0.000000000,0.000000000,0.000000000
252.00,0.000000000,0.000000000,0.000000000,0.000000000
253.00,0.000000000,0.000000000,0.000000000,0.000000000
254.00,0.000000000,0.000000000,0.000000000,0.000000000
255.00,0.000000000,0.000000000,0.000000000,0.000000000
256.00,0.000000000,0.000000000,0.000000000,0.000000000
257.00,0.000000000,0.000000000,0.000000000,0.000000000
258.00,0.000000000,0.000000000,0.000000000,0.000000000
259.00,0.000000000,0.000000000,0.000000000,0.000000000
260.00,0.000000000,0.000000000,0.000000000,0.000000000
261.00,0.000000000,0.000000000,0.000000000,0.000000000
262.00,0.000000000,0.000000000,0.000000000,0.000000000
263.00,0.000000000,0.000000000,0.000000000,0.000000000
264.00,0.000000000,0.000000000,0.000000000,0.000000000
265.00,0.000000000,0.000000000,0.000000000,0.000000000
266.00,0.000000000,0.000000000,0.000000000,0.000000000
267.00,0.000000000,0.000000000,0.000000000,0.000000000
268.00,0.000000000,0.000000000,0.000000000,0.000000000
269.00,0.000000000,0.000000000,0.000000000,0.000000000
270.00,0.000000000,0.000000000,0.000000000,0.000000000
271.00,0.000000000,0.000000000,0.000000000,0.000000000
272.00,0.000000000,0.000000000,0.000000000,0.000000000
273.00,0.000000000,0.000000000,0.000000000,0.000000000
274.00,0.000000000,0.000000000,0.000000000,0.000000000
275.00,0.000000000,0.000000000,0.000000000,0.000000000
276.00,0.000000000,0.000000000,0.000000000,0.000000000
277.00,0.000000000,0.000000000,0.000000000,0.000000000
278.00,0.000000000,0.000000000,0.000000000,0.000000000
279.00,0.000000000,0.000000000,0.000000000,0.000000000
280.00,0.000000000,0.000000000,0.000000000,0.000000000
281.00,0.000000000,0.000000000,0.000000000,0.000000000
282.00,0.000000000,0.000000000,0.000000000,0.000000000
283.00,0.000000000,0.000000000,0.000000000,0.000000000
284.00,0.000000000,0.000000000,0.000000000,0.000000000
285.00,0.000000000,0.000000000,0.000000000,0.000000000
286.00,0.000000000,0.000000000,0.000000000,0.000000000
287.00,0.000000000,0.000000000,0.000000000,0.000000000
288.00,0.000000000,0.000000000,0.000000000,0.000000000
289.00,0.000000000,0.000000000,0.000000000,0.000000000
290.00,0.000000000,0.000000000,0.000000000,0.000000000
291.00,0.000000000,0.000000000,0.000000000,0.000000000
292.00,0.000000000,0.000000000,0.000000000,0.000000000
293.00,0.000000000,0.000000000,0.000000000,0.000000000
294.00,0.000000000,0.000000000,0.000000000,0.000000000
295.00,0.000000000,0.000000000,0.000000000,0.000000000
296.00,0.000000000,0.000000000,0.000000000,0.000000000
297.00,0.000000000,0.000000000,0.000000000,0.000000000
298.00,0.000000000,0.000000000,0.000000000,0.000000000
299.00,0.000000000,0.000000000,0.000000000,0.000000000
300.00,0.000000000,0.000000000,0.000000000,0.000000000
301.00,0.000000000,0.000000000,0.000000000,0.000000000
302.00,0.000000000,0.000000000,0.000000000,0.000000000
303.00,0.000000000,0.000000000,0.000000000,0.000000000
304.00,0.000000000,0.000000000,0.000000000,0.000000000
305.00,0.000000000,0.000000000,0.000000000,0.000000000
306.00,0.000000000,0.000000000,0.000000000,0.000000000
307.00,0.000000000,0.000000000,0.000000000,0.000000000
308.00,0.000000000,0.000000000,0.000000000,0.000000000
309.00,0.000000000,0.000000000,0.000000000,0.000000000
310.00,0.000000000,0.000000000,0.000000000,0.000000000
311.00,0.000000000,0.000000000,0.000000000,0.000000000
312.00,0.000000000,0.000000000,0.000000000,0.000000000
313.00,0.000000000,0.000000000,0.000000000,0.000000000
314.00,0.000000000,0.000000000,0.000000000,0.000000000
315.00,0.000000000,0.000000000,0.000000000,0.000000000
316.00,0.000000000,0.000000000,0.000000000,0.000000000
317.00,0.000000000,0.000000000,0.000000000,0.000000000
318.00,0.000000000,0.000000000,0.000000000,0.000000000
319.00,0.000000000,0.000000000,0.000000000,0.000000000
320.00,0.000000000,0.000000000,0.000000000,0.000000000
321.00,0.000000000,0.000000000,0.000000000,0.000000000
322.00,0.000000000,0.000000000,0.000000000,0.000000000
323.00,0.000000000,0.000000000,0.000000000,0.000000000
324.00,0.000000000,0.000000000,0.000000000,0.000000000
325.00,0.000000000,0.000000000,0.000000000,0.000000000
326.00,0.000000000,0.000000000,0.000000000,0.000000000
327.00,0.000000000,0.000000000,0.000000000,0.000000000
328.00,0.000000000,0.000000000,0.000000000,0.000000000
329.00,0.000000000,0.000000000,0.000000000,0.000000000
330.00,0.000000000,0.000000000,0.000000000,0.000000000
331.00,0.000000000,0.000000000,0.000000000,0.000000000
332.00,0.000000000,0.000000000,0.000000000,0.000000000
333.00,0.000000000,0.000000000,0.000000000,0.000000000
334.00,0.000000000,0.000000000,0.000000000,0.000000000
335.00,0.000000000,0.000000000,0.000000000,0.000000000
336.00,0.000000000,0.000000000,0.000000000,0.000000000
337.00,0.000000000,0.000000000,0.000000000,0.000000000
338.00,0.000000000,0.000000000,0.000000000,0.000000000
339.00,0.000000000,0.000000000,0.000000000,0.000000000
340.00,0.000000000,0.000000000,0.000000000,0.000000000
341.00,0.000000000,0.000000000,0.000000000,0.000000000
342.00,0.000000000,0.000000000,0.000000000,0.000000000
343.00,0.000000000,0.000000000,0.000000000,0.000000000
344.00,0.000000000,0.000000000,0.000000000,0.000000000
345.00,0.000000000,0.000000000,0.000000000,0.000000000
346.00,0.000000000,0.000000000,0.000000000,0.000000000
347.00,0.000000000,0.000000000,0.000000000,0.000000000
348.00,0.000000000,0.000000000,0.000000000,0.000000000
349.00,0.000000000,0.000000000,0.000000000,0.000000000
350.00,0.000000000,0.000000000,0.000000000,0.000000000
351.00,0.000000000,0.000000000,0.000000000,0.000000000
352.00,0.000000000,0.000000000,0.000000000,0.000000000
353.00,0.000000000,0.000000000,0.000000000,0.000000000
354.00,0.000000000,0.000000000,0.000000000,0.000000000
355.00,0.000000000,0.000000000,0.000000000,0.000000000
356.00,0.000000000,0.000000000,0.000000000,0.000000000
357.00,0.000000000,0.000000000,0.000000000,0.000000000
358.00,0.000000000,0.000000000,0.000000000,0.000000000
359.00,0.000000000,0.000000000,0.000000000,0.000000000
360.00,0.000000000,0.000000000,0.000000000,0.000000000
361.00,0.000000000,0.000000000,0.000000000,0.000000000
362.00,0.000000000,0.000000000,0.000000000,0.000000000
363.00,0.000000000,0.000000000,0.000000000,0.000000000
364.00,0.000000000,0.000000000,0.000000000,0.000000000
365.00,0.000000000,0.000000000,0.000000000,0.000000000
366.00,0.000000000,0.000000000,0.000000000,0.000000000
367.00,0.000000000,0.000000000,0.000000000,0.000000000
368.00,0.000000000,0.000000000,0.000000000,0.000000000
369.00,0.000000000,0.000000000,0.000000000,0.000000000
370.00,0.000000000,0.000000000,0.000000000,0.000000000
371.00,0.000000000,0.000000000,0.000000000,0.000000000
372.00,0.000000000,0.000000000,0.000000000,0.000000000
373.00,0.000000000,0.000000000,0.000000000,0.000000000
374.00,0.000000000,0.000000000,0.000000000,0.000000000
375.00,0.000000000,0.000000000,0.000000000,0.000000000
376.00,0.000000000,0.000000000,0.000000000,0.000000000
377.00,0.000000000,0.000000000,0.000000000,0.000000000
378.00,0.000000000,0.000000000,0.000000000,0.000000000
379.00,0.000000000,0.000000000,0.000000000,0.000000000
380.00,0.000000000,0.000000000,0.000000000,0.000000000
381.00,0.000000000,0.000000000,0.000000000,0.000000000
382.00,0.000000000,0.000000000,0.000000000,0.000000000
383.00,0.000000000,0.000000000,0.000000000,0.000000000
384.00,0.000000000,0.000000000,0.000000000,0.000000000
385.00,0.000000000,0.000000000,0.000000000,0.000000000
386.00,0.000000000,0.000000000,0.000000000,0.000000000
387.00,0.000000000,0.000000000,0.000000000,0.000000000
388.00,0.000000000,0.000000000,0.000000000,0.000000000
389.00,0.000000000,0.000000000,0.000000000,0.000000000
390.00,0.000000000,0.000000000,0.000000000,0.000000000
391.00,0.000000000,0.000000000,0.000000000,0.000000000
392.00,0.000000000,0.000000000,0.000000000,0.000000000
393.00,0.000000000,0.000000000,0.000000000,0.000000000
394.00,0.000000000,0.000000000,0.000000000,0.000000000
395.00,0.000000000,0.000000000,0.000000000,0.000000000
396.00,0.000000000,0.000000000,0.000000000,0.000000000
397.00,0.000000000,0.000000000,0.000000000,0.000000000
398.00,0.000000000,0.000000000,0.000000000,0.000000000
399.00,0.000000000,0.000000000,0.000000000,0.000000000
400.00,0.000000000,0.000000000,0.000000000,0.000000000
401.00,0.000000000,0.000000000,0.000000000,0.000000000
402.00,0.000000000,0.000000000,0.000000000,0.000000000
403.00,0.000000000,0.000000000,0.000000000,0.000000000
404.00,0.000000000,0.000000000,0.000000000,0.000000000
405.00,0.000000000,0.000000000,0.000000000,0.000000000
406.00,0.000000000,0.000000000,0.000000000,0.000000000
407.00,0.000000000,0.000000000,0.000000000,0.000000000
408.00,0.000000000,0.000000000,0.000000000,0.000000000
409.00,0.000000000,0.000000000,0.000000000,0.000000000
410.00,0.000000000,0.000000000,0.000000000,0.000000000
411.00,0.000000000,0.000000000,0.000000000,0.000000000
412.00,0.000000000,0.000000000,0.000000000,0.000000000
413.00,0.000000000,0.000000000,0.000000000,0.000000000
414.00,0.000000000,0.000000000,0.000000000,0.000000000
415.00,0.000000000,0.000000000,0.000000000,0.000000000
416.00,0.000000000,0.000000000,0.000000000,0.000000000
417.00,0.000000000,0.000000000,0.000000000,0.000000000
418.00,0.000000000,0.000000000,0.000000000,0.000000000
419.00,0.000000000,0.000000000,0.000000000,0.000000000
420.00,0.000000000,0.000000000,0.000000000,0.000000000
421.00,0.000000000,0.000000000,0.000000000,0.000000000
422.00,0.000000000,0.000000000,0.000000000,0.000000000
423.00,0.000000000,0.000000000,0.000000000,0.000000000
424.00,0.000000000,0.000000000,0.000000000,0.000000000
425.00,0.000000000,0.000000000,0.000000000,0.000000000
426.00,0.000000000,0.000000000,0.000000000,0.000000000
427.00,0.000000000,0.000000000,0.000000000,0.000000000
428.00,0.000000000,0.000000000,0.000000000,0.000000000
429.00,0.000000000,0.000000000,0.000000000,0.000000000
430.00,0.000000000,0.000000000,0.000000000,0.000000000
431.00,0.000000000,0.000000000,0.000000000,0.000000000
432.00,0.000000000,0.000000000,0.000000000,0.000000000
433.00,0.000000000,0.000000000,0.000000000,0.000000000
434.00,0.000000000,0.000000000,0.000000000,0.000000000
435.00,0.000000000,0.000000000,0.000000000,0.000000000
436.00,0.000000000,0.000000000,0.000000000,0.000000000
437.00,0.000000000,0.000000000,0.000000000,0.000000000
438.00,0.000000000,0.000000000,0.000000000,0.000000000
439.00,0.000000000,0.000000000,0.000000000,0.000000000
440.00,0.000000000,0.000000000,0.000000000,0.000000000
441.00,0.000000000,0.000000000,0.000000000,0.000000000
442.00,0.000000000,0.000000000,0.000000000,0.000000000
443.00,0.000000000,0.000000000,0.000000000,0.000000000
444.00,0.000000000,0.000000000,0.000000000,0.000000000
445.00,0.000000000,0.000000000,0.000000000,0.000000000
446.00,0.000000000,0.000000000,0.000000000,0.000000000
447.00,0.000000000,0.000000000,0.000000000,0.000000000
448.00,0.000000000,0.000000000,0.000000000,0.000000000
449.00,0.000000000,0.000000000,0.000000000,0.000000000
450.00,0.000000000,0.000000000,0.000000000,0.000000000
451.00,0.000000000,0.000000000,0.000000000,0.000000000
452.00,0.000000000,0.000000000,0.000000000,0.000000000
453.00,0.000000000,0.000000000,0.000000000,0.000000000
454.00,0.000000000,0.000000000,0.000000000,0.000000000
455.00,0.000000000,0.000000000,0.000000000,0.000000000
456.00,0.000000000,0.000000000,0.000000000,0.000000000
457.00,0.000000000,0.000000000,0.000000000,0.000000000
458.00,0.000000000,0.000000000,0.000000000,0.000000000
459.00,0.000000000,0.000000000,0.000000000,0.000000000
460.00,0.000000000,0.000000000,0.000000000,0.000000000
461.00,0.000000000,0.000000000,0.000000000,0.000000000
462.00,0.000000000,0.000000000,0.000000000,0.000000000
463.00,0.000000000,0.000000000,0.000000000,0.000000000
464.00,0.000000000,0.000000000,0.000000000,0.000000000
465.00,0.000000000,0.000000000,0.000000000,0.000000000
466.00,0.000000000,0.000000000,0.000000000,0.000000000
467.00,0.000000000,0.000000000,0.000000000,0.000000000
468.00,0.000000000,0.000000000,0.000000000,0.000000000
469.00,0.000000000,0.000000000,0.000000000,0.000000000
470.00,0.000000000,0.000000000,0.000000000,0.000000000
471.00,0.000000000,0.000000000,0.000000000,0.000000000
472.00,0.000000000,0.000000000,0.000000000,0.000000000
473.00,0.000000000,0.000000000,0.000000000,0.000000000
474.00,0.000000000,0.000000000,0.000000000,0.000000000
475.00,0.000000000,0.000000000,0.000000000,0.000000000
476.00,0.000000000,0.000000000,0.000000000,0.000000000
477.00,0.000000000,0.000000000,0.000000000,0.000000000
478.00,0.000000000,0.000000000,0.000000000,0.000000000
479.00,0.000000000,0.000000000,0.000000000,0.000000000
480.00,0.000000000,0.000000000,0.000000000,0.000000000
481.00,0.000000000,0.000000000,0.000000000,0.000000000
482.00,0.000000000,0.000000000,0.000000000,0.000000000
483.00,0.000000000,0.000000000,0.000000000,0.000000000
484.00,0.000000000,0.000000000,0.000000000,0.000000000
485.00,0.000000000,0.000000000,0.000000000,0.000000000
486.00,0.000000000,0.000000000,0.000000000,0.000000000
487.00,0.000000000,0.000000000,0.000000000,0.000000000
488.00,0.000000000,0.000000000,0.000000000,0.000000000
489.00,0.000000000,0.000000000,0.000000000,0.000000000
490.00,0.000000000,0.000000000,0.000000000,0.000000000
491.00,0.000000000,0.000000000,0.000000000,0.000000000
492.00,0.000000000,0.000000000,0.000000000,0.000000000
493.00,0.000000000,0.000000000,0.000000000,0.000000000
494.00,0.000000000,0.000000000,0.000000000,0.000000000
495.00,0.000000000,0.000000000,0.000000000,0.000000000
